,Station code,waterbody,srcStateName,Minimum temperature of water for different water bodies,Maximum temperature of water for different water bodies,Minimum dissolved oxygen.,Maximum dissolved oxygen,Minimum potential of Hydrogen(Ph) values.,Maximum potential of Hydrogen(Ph) values.,Minimum conductivity required for water quality for different water bodies,Maximum conductivity required for water quality for different water bodies,Minimum biochemical oxygen demand (BOD) required for water quality,Maximum biochemical oxygen demand (BOD) required for water quality,Minimum  of Nitrate N + Nitrite N required for different water bodies,Maximum  of Nitrate N + Nitrite N required for different water bodies,Minimum  of Faecal Coliforms(coliform bacteria is associated with faecal matter) .,Maximum   of Faecal Coliforms(coliform bacteria is associated with faecal matter) .,Minimum  of total coliform required for different water bodies,Maximum  of total coliform required for different water bodies,srcYear,YearCode
189,2788,DRAINS,MAHARASHTRA,27,30,,,4.3,7.6,115,1494,210,650,,10,40,350,90,900,2013,2013
190,2789,DRAINS,MAHARASHTRA,30,38,1.9,5.9,8.2,8.9,684,1858,4.6,22.8,0.68,4,225,550,1600,1800,2013,2013
191,2790,DRAINS,MAHARASHTRA,26,27,5.9,6.6,6.4,8.5,153,2309,2.4,3.8,2.73,3,2.33,4,80,140,2013,2013
192,2429,CANAL,ODISHA,23,37,0.8,14.3,7,8.1,146,582,0.8,30.9,0.1,13.4,24000,160000,92000,160000,2014,2014
193,3051,CANAL,ANDHRA PRADESH,23,28,0,5.6,7,8.6,964,1800,1.1,4.8,0.5,1.9,2,4,2100,2600,2014,2014
194,2355,CANAL,ANDHRA PRADESH,20,25,4.8,6,7.5,8,771,52500,1,1.2,0.2,1.7,3,43,3,1100,2014,2014
195,2354,CANAL,ANDHRA PRADESH,20,27,5,5.6,6.8,7.8,209,670,1,1.2,0.1,1.1,9,150,9,1100,2014,2014
196,2267,CREEKS AND SEA WATER,GOA,27.6,34.3,3.9,12.6,6.5,8.5,3,2568,0.7,7.1,0.1,7.8,1300,13000,3300,22000,2014,2014
197,2081,CREEKS AND SEA WATER,GUJARAT,,,,,,,,,,,,,,,,,2014,2014
198,1316,CREEKS AND SEA WATER,MAHARASHTRA,20,24,4,6.4,7.5,8.1,179,51080,5,54,0.5,4.8,17,550,34,920,2014,2014
199,1318,CREEKS AND SEA WATER,MAHARASHTRA,25,31,1.5,6.1,7,7.9,8767,52470,4.8,76,1.4,4.6,45,550,190,1600,2014,2014
200,1317,CREEKS AND SEA WATER,MAHARASHTRA,27,31,2.8,6.3,7.5,8.2,17780,56230,4.8,22,0.9,4.1,210,900,430,1600,2014,2014
201,2793,CREEKS AND SEA WATER,MAHARASHTRA,25,36,1.3,6.4,7,8.1,194,37120,5,64,0.9,6.8,14,550,26,920,2014,2014
202,2791,CREEKS AND SEA WATER,MAHARASHTRA,24,40,2.4,5.9,7,8,132,8407,6.2,46,0.2,4.7,6,280,14,900,2014,2014
203,2792,CREEKS AND SEA WATER,MAHARASHTRA,26,36,4.1,6.2,6.9,7.9,184,30230,5,40,1,6.1,11,550,17,920,2014,2014
204,2794,CREEKS AND SEA WATER,MAHARASHTRA,23,36,2.8,6.2,7.3,7.7,269,32150,5.6,38,1.3,7.3,21,550,34,920,2014,2014
205,2795,CREEKS AND SEA WATER,MAHARASHTRA,27,36,3.4,6.2,7.2,7.8,197,41650,5,52,1.1,6.9,11,350,26,540,2014,2014
206,2796,CREEKS AND SEA WATER,MAHARASHTRA,20,29,4.6,6.8,7.4,8,178,51280,4,15.5,0.5,4.6,10,550,17,900,2014,2014
207,2184,CREEKS AND SEA WATER,MAHARASHTRA,24,25,3,6.5,7.2,8.3,653,50020,5.8,80,0.7,5.9,21,900,38,1600,2014,2014
208,2185,CREEKS AND SEA WATER,MAHARASHTRA,20,30,4.7,5.8,7.2,8.3,803,40880,5.6,72,0.7,3.5,70,350,120,900,2014,2014
209,2797,CREEKS AND SEA WATER,MAHARASHTRA,20,24,4.3,5.9,7.4,8,178,51320,4.8,17,0.5,4.8,11,550,21,920,2014,2014
210,2798,CREEKS AND SEA WATER,MAHARASHTRA,24,33,4.4,6.1,7.7,8.1,3978,55390,5.8,17.5,1,2.9,94,300,130,550,2014,2014
211,2799,CREEKS AND SEA WATER,MAHARASHTRA,25,32,4.4,6,7.6,8,7648,55320,5.8,30,0.8,3,70,750,120,900,2014,2014
212,2800,CREEKS AND SEA WATER,MAHARASHTRA,24,30,0.8,6.3,7.1,8.6,160,45710,4,24,0.2,4.6,6,550,14,1600,2014,2014
213,2801,CREEKS AND SEA WATER,MAHARASHTRA,20,30,3,6.3,7.6,8.2,264,56990,5,27,0.5,4.8,10,900,17,1600,2014,2014
214,2802,CREEKS AND SEA WATER,MAHARASHTRA,20,30,3.2,6.2,7.2,8.1,16620,57050,5,30,0.8,4.8,11,500,45,900,2014,2014
215,2803,CREEKS AND SEA WATER,MAHARASHTRA,25,30,3.3,6.6,6.9,7.8,89,42880,4,22,0.1,1.6,9,350,17,500,2014,2014
216,2804,CREEKS AND SEA WATER,MAHARASHTRA,20,27,5.4,7.5,7.3,7.9,151,11060,2.2,4.8,0.5,2.6,,,60,60,2014,2014
217,2165,CREEKS AND SEA WATER,MAHARASHTRA,26,33,2.8,6.3,7.5,8.1,16830,56400,5,19,1,4.1,170,900,350,1600,2014,2014
218,2166,CREEKS AND SEA WATER,MAHARASHTRA,27,31,2.2,6,7.6,8.2,11360,56930,5,15,0.9,4.8,84,900,150,1600,2014,2014
219,2167,CREEKS AND SEA WATER,MAHARASHTRA,26,32,2.9,6.7,7.3,8,16420,55370,4.4,28,0.9,4.3,170,900,350,1600,2014,2014
220,2169,CREEKS AND SEA WATER,MAHARASHTRA,20,30,2.1,6.8,7.2,8,16340,57430,5.2,18,0.5,4.4,280,900,540,1600,2014,2014
221,2805,CREEKS AND SEA WATER,MAHARASHTRA,20,26,4,6.7,7.5,8.1,182,51390,4.4,16,0.2,4.9,17,900,33,1600,2014,2014
222,2806,CREEKS AND SEA WATER,MAHARASHTRA,20,24,3.4,6.4,7.5,8.1,181,51360,4,9.5,0.3,4.9,17,550,38,920,2014,2014
223,2807,CREEKS AND SEA WATER,MAHARASHTRA,25,30,0,6.7,7.6,7.9,9292,55810,6,600,0.9,2.8,32,900,49,1600,2014,2014
224,2808,CREEKS AND SEA WATER,MAHARASHTRA,26,32,2.7,6.4,7.5,8.2,17760,56880,4.8,16,1.1,4.3,170,900,430,1600,2014,2014
225,2809,CREEKS AND SEA WATER,MAHARASHTRA,27,31,2.2,6.2,7.7,8.3,11570,57040,5,16,0.9,4.3,120,900,210,1600,2014,2014
226,2810,CREEKS AND SEA WATER,MAHARASHTRA,25,31,0,6.6,7.2,8.2,11330,55180,4,26,0.9,4.2,70,900,120,1600,2014,2014
227,2811,CREEKS AND SEA WATER,MAHARASHTRA,24,31,1.8,6.1,7,8.1,8611,55150,4.6,19,0.9,4.4,170,900,300,1600,2014,2014
228,2812,CREEKS AND SEA WATER,MAHARASHTRA,20,30,2.5,6.6,7.7,8.2,15870,58950,5.4,16,0.8,4.4,500,900,900,1600,2014,2014
229,2813,CREEKS AND SEA WATER,MAHARASHTRA,22,24,5.1,6.8,7.2,8.2,33540,66360,3.6,9,2.9,5.4,,,80,80,2014,2014
230,2814,CREEKS AND SEA WATER,MAHARASHTRA,22,25,5,7,7.3,8.2,34220,68020,3.4,6.4,2.8,7,,,90,90,2014,2014
231,2815,CREEKS AND SEA WATER,MAHARASHTRA,22,26,5.2,6.8,7.4,8.2,33470,65600,3.6,6.6,3,6.7,,,110,110,2014,2014
232,2439,CREEKS AND SEA WATER,ODISHA,20,35,5.4,7.2,7.7,8.5,28120,58620,0.4,2.6,0.1,2.5,20,2400,20,3500,2014,2014
233,2440,CREEKS AND SEA WATER,ODISHA,24,34,5.2,7.5,7.7,8.4,30320,58340,0.4,2.3,0.4,1.9,20,130,20,490,2014,2014
234,2441,CREEKS AND SEA WATER,ODISHA,20,32,4.7,6.5,7.6,8.6,32800,54410,1,3.5,0.1,1.4,20,78,20,330,2014,2014
235,2057,CANAL,DELHI,,,,,,,,,,,,,,,,,2014,2014
236,2265,CANAL,GOA,27,32.5,4.4,9.1,5.6,6.9,22,66,0.3,4.1,,2.1,130,3500,330,7000,2014,2014
237,2266,CANAL,GOA,28,33,4.2,8.7,5.6,7.1,27,634,0.1,3.5,,5.7,230,4900,330,9200,2014,2014
238,2268,CANAL,GOA,28,32.2,3.4,6.3,5.5,7.4,10,2318,1.2,5.7,,0.6,450,17000,450,35000,2014,2014
239,1111,CANAL,HARYANA,24,24,6.4,6.4,7.7,7.7,214,214,2.2,2.2,,,,,,,2014,2014
240,1112,CANAL,HARYANA,24,24,6.2,6.2,7.8,7.8,210,210,1.8,1.8,,,,,,,2014,2014
241,1115,CANAL,HARYANA,24,24,6.3,6.3,7.7,7.7,216,216,2,2,,,,,,,2014,2014
242,1116,CANAL,HARYANA,,,7.2,7.2,8.3,8.3,270,270,2.1,2.1,,,,,,,2014,2014
243,1419,CANAL,HARYANA,32,32,1.4,1.4,7.7,7.7,107,107,38,38,1.2,1.2,,,,,2014,2014
244,3461,CANAL,KERALA,25,30,1.5,7.1,6.8,8.1,272,53320,0.8,3,,1.2,310,7900,430,9200,2014,2014
245,3467,CANAL,KERALA,25,29,1,6.1,3,7.2,74,3016,0.5,6.8,0.1,2,2,920,7,1100,2014,2014
246,3469,CANAL,KERALA,24,29.7,2,5.6,6,7.7,55,140,0.6,4,0.1,1.9,14,3100,49,3500,2014,2014
247,2428,CANAL,ODISHA,25,37,6.1,8.3,7.3,8.3,145,230,0.8,2.4,0.1,2.1,790,160000,1400,160000,2014,2014
248,2430,CANAL,ODISHA,25,34,0.1,6.8,7,7.9,162,2142,0.7,17.6,0.3,3.8,2200,160000,9200,160000,2014,2014
249,2932,CANAL,RAJASTHAN,9,28.5,5.7,12,7.6,8.8,150,840,0.3,1.8,0.5,0.8,,,4,14,2014,2014
250,2933,CANAL,RAJASTHAN,15.7,33.5,4.8,7.5,6.4,8.2,180,320,0.4,2.7,0.3,1,4,20,4,1100,2014,2014
251,2934,CANAL,RAJASTHAN,13.4,31.9,4.8,7.6,6.2,8.2,200,310,0.4,3.4,0.4,1.1,4,39,4,460,2014,2014
252,1729,CANAL,TRIPURA,27,28,0.9,1.1,8.8,8.9,380,388,29.6,32,7.1,7.4,620,670,730,840,2014,2014
253,2726,CANAL,UTTARAKHAND,15,22,7.8,8.6,7.5,7.9,,,1.4,2.2,,,,,26,170,2014,2014
254,3054,DRAINS,ANDHRA PRADESH,25,30,0,6.5,7.9,11.1,889,1106,4,48,,,,,,,2014,2014
255,2512,CANAL,WEST BENGAL,21,32,0,12.6,7.2,9.8,310,1940,5,77,,0.8,2000,140000000,7000,170000000,2014,2014
256,2513,CANAL,WEST BENGAL,20,32,0,7.4,7,7.9,69,1176,1.7,132,,1,1700,900000000,4000,1600000000,2014,2014
257,2178,DRAINS,MAHARASHTRA,18,27,3.1,6.2,7.1,8.3,372,1271,3,14,0.2,2.8,9,190,80,350,2014,2014
258,2782,DRAINS,MAHARASHTRA,28,36,,,6.8,8.3,293,17810,4,140,0.1,10,14,550,26,900,2014,2014
259,2783,DRAINS,MAHARASHTRA,25,36,,,7.1,7.6,546,23880,4,58,0.1,8.2,11,550,21,900,2014,2014
260,2784,DRAINS,MAHARASHTRA,24,36,0,6.1,7.1,8.3,594,17280,5,150,0.2,6.4,11,350,26,550,2014,2014
261,2785,DRAINS,MAHARASHTRA,24,30,0,4.4,6.6,8.4,509,9384,6,900,0.1,7.9,70,900,170,1600,2014,2014
262,2786,DRAINS,MAHARASHTRA,24,30,0,5.9,7,8.2,806,6154,6.6,430,0.8,9,20,900,38,1600,2014,2014
263,2787,DRAINS,MAHARASHTRA,25,30,0,5.8,1,8.4,3345,37800,5.5,410,0.9,3.3,26,900,58,1600,2014,2014
264,2788,DRAINS,MAHARASHTRA,24,30,0,5.9,0.4,7.8,816,173700,5.6,440,1,10.7,14,900,24,1600,2014,2014
265,2789,DRAINS,MAHARASHTRA,31,32,0,7.1,7.4,8.7,473,3489,3.8,24.5,1.5,3.5,150,425,900,1800,2014,2014
266,2790,DRAINS,MAHARASHTRA,21,24,5.1,6.9,5.7,7.4,1452,1830,2.4,4.6,0.4,2.4,4,4,170,170,2014,2014
267,3053,DRAINS,ANDHRA PRADESH,18,26,4.8,5.8,7,7.9,936,10180,1,1.4,0.2,2.4,3,15,4,43,2014,2014
268,3052,DRAINS,ANDHRA PRADESH,24,29,0,6.6,6.9,8.3,1703,2740,0.9,4.4,,1.8,2,4,2100,2600,2014,2014
269,3067,DRAINS,ANDHRA PRADESH,24,27,5,5.8,6.7,8.1,263,822,1,1,0.2,4,4,150,11,2400,2014,2014
270,3066,DRAINS,ANDHRA PRADESH,20,27,0,4.8,6.8,8,968,1558,5.2,16.2,1.1,2.8,4,8,2100,2600,2014,2014
271,3065,DRAINS,ANDHRA PRADESH,25,29,0,0,7.2,8.1,981,1214,14,48,,,,,,,2014,2014
272,3064,DRAINS,ANDHRA PRADESH,25,30,0,0,7.3,8.1,965,1349,15,23,,,,,,,2014,2014
273,3063,DRAINS,ANDHRA PRADESH,25,32,0,0,7.2,7.9,1806,3050,2.8,28,4,14,162,210,240,328,2014,2014
274,3062,DRAINS,ANDHRA PRADESH,25,30,0,2,7.4,8.2,1585,1867,23,105,,,,,,,2014,2014
275,3061,DRAINS,ANDHRA PRADESH,25,30,0,1.5,7.2,8,1207,1988,30,56,,,,,,,2014,2014
276,3060,DRAINS,ANDHRA PRADESH,26,30,0,2.5,7.2,8.5,1510,2190,20,52,,,,,,,2014,2014
277,3059,DRAINS,ANDHRA PRADESH,26,29,0,3.5,7.7,8.6,1600,1823,22,82,,,,,,,2014,2014
278,3058,DRAINS,ANDHRA PRADESH,26,30,2.1,4.9,7.4,8.2,894,985,8,30,,,,,,,2014,2014
279,3057,DRAINS,ANDHRA PRADESH,26,31,0,3.5,7.3,8,1088,1440,28,48,,,,,,,2014,2014
280,3056,DRAINS,ANDHRA PRADESH,25,30,0,2.2,7.1,7.7,1022,1842,18,105,,,,,,,2014,2014
281,3055,DRAINS,ANDHRA PRADESH,25,30,0,5.1,7.2,8,1210,1517,20,65,,,,,,,2014,2014
282,1886,CANAL,HARYANA,,,6.4,8.2,7.2,8.1,169,350,0.8,5.2,,,,,,,2016,2016
283,2056,CANAL,HARYANA,,,6.3,6.8,7.3,7.8,218,340,1.2,5,,,,,,,2016,2016
284,3461,CANAL,KERALA,27,34,2.2,6.4,6.7,7.9,1710,44800,0,1.7,,0.6,,1600,,2200,2016,2016
285,3467,CANAL,KERALA,26,32.1,0.7,4.1,3,7.2,1122,19970,0.5,2.5,0.2,10.7,170,1340,440,1800,2016,2016
286,3469,CANAL,KERALA,24.5,30.1,2.3,5.9,6.1,7.2,68,158,0.5,2.6,0.2,1.3,80,600,120,1020,2016,2016
287,1316,CREEK,MAHARASHTRA,28,29,3.7,5.4,6.7,7.9,12010,56350,5.2,18,0.5,4.4,79,920,240,1600,2016,2016
288,1317,CREEK,MAHARASHTRA,27,35,3.9,5.6,6.7,8,23460,59050,8,20,0.6,3.7,170,1600,280,1600,2016,2016
289,1318,CREEK,MAHARASHTRA,27,34,3,5.1,7.1,8.7,10300,60520,7.4,19,0.3,8,94,920,220,1600,2016,2016
290,2184,CREEK,MAHARASHTRA,23,25,3.5,5,7,8.1,939,52900,7.4,26,1.4,8.3,49,540,220,1600,2016,2016
291,2185,CREEK,MAHARASHTRA,27,38,3.2,5.9,6.9,8,679,52680,5,17,1.3,5.3,110,540,220,920,2016,2016
292,2791,CREEK,MAHARASHTRA,28,35,3.2,5.2,6.6,8,156,19050,4.6,42,0.8,9.5,110,920,220,1600,2016,2016
293,2792,CREEK,MAHARASHTRA,26,33,3.6,5.1,7.1,8.2,229,38669,5.6,16,1.5,7.2,49,540,220,1600,2016,2016
294,2793,CREEK,MAHARASHTRA,26,34,4.2,5.6,7.1,8.1,239,39820,6,13,1.4,6.3,79,920,210,1600,2016,2016
295,2794,CREEK,MAHARASHTRA,26,34,4.2,5.3,7,8.1,249,39280,5.8,12,1.3,6.4,110,920,220,1600,2016,2016
296,2795,CREEK,MAHARASHTRA,26,34,3.8,5.2,7.2,8,241,39630,5.8,20,,6.2,46,920,170,1600,2016,2016
297,2796,CREEK,MAHARASHTRA,27,30,3.8,6.6,7.1,8.2,231,52310,4,17,0.9,4.8,46,920,170,1600,2016,2016
298,2797,CREEK,MAHARASHTRA,27,29,4,5.6,7.1,8.4,321,52720,6.8,16,0.9,4.4,49,920,210,1600,2016,2016
299,2798,CREEK,MAHARASHTRA,22,29,3.4,7.1,7,8.4,278,53790,4,20,0.7,3.6,79,540,210,920,2016,2016
300,2799,CREEK,MAHARASHTRA,22,29,3.2,5.1,7.1,8.4,31180,53870,5.8,18,0.9,4,70,540,210,920,2016,2016
301,2800,CREEK,MAHARASHTRA,22,29,3.4,7,7.4,8.6,135,46740,3,18,0.2,1.9,70,280,220,350,2016,2016
302,2801,CREEK,MAHARASHTRA,20,26,3.6,5.8,6.8,8.2,120,62760,7,17,0.7,4.6,70,240,220,540,2016,2016
303,2802,CREEK,MAHARASHTRA,20,26,3.6,5.7,7,8.2,16470,62290,7.6,18,0.8,4.2,79,220,240,540,2016,2016
304,2803,CREEK,MAHARASHTRA,20,28,0.8,5.8,6.6,7.6,126,46830,6,52,0.9,12.2,8,920,23,1600,2016,2016
305,2804,CREEK,MAHARASHTRA,22,30,4.8,7.5,6.7,7.5,98,29340,2,5.2,0.1,3.4,,,,,2016,2016
306,2178,DRAIN,MAHARASHTRA,20,28,3.2,7,6.6,8.6,178,1539,2,60,,1.5,2,14,60,350,2016,2016
307,2782,DRAIN,MAHARASHTRA,26,34,2.2,4.4,6.9,8.2,348,40450,15,90,0.7,8.9,110,1600,350,1600,2016,2016
308,2783,DRAIN,MAHARASHTRA,26,34,1,4.2,6.8,8.2,277,40570,8,90,1.1,7.2,240,920,350,1600,2016,2016
309,2784,DRAIN,MAHARASHTRA,26,34,1.7,5.1,7,8.4,622,17020,12,300,0.9,5.1,350,1600,920,1600,2016,2016
310,2785,DRAIN,MAHARASHTRA,23,29,,,6.5,8.4,1574,15600,65,875,0.5,23.1,540,1600,920,1600,2016,2016
311,2786,DRAIN,MAHARASHTRA,24,27,2.1,5.8,5.7,7.7,583,5448,5,800,1.1,3.9,140,920,280,1600,2016,2016
312,2787,DRAIN,MAHARASHTRA,25,27,1.9,1.9,5.6,6.9,1045,4874,38,825,0.8,4,350,920,540,1600,2016,2016
313,2788,DRAIN,MAHARASHTRA,25,27,1.4,2.3,5.5,7,1151,5228,30,750,0.6,3.7,350,920,540,1600,2016,2016
314,2789,DRAIN,MAHARASHTRA,25,25,5.5,5.5,7.4,7.4,398,398,4,4,0.4,0.4,275,275,900,900,2016,2016
315,2790,DRAIN,MAHARASHTRA,25,31,5.4,7.2,4.7,7.6,442,1958,2,3,0.2,1,,,,,2016,2016
316,2836,CANAL,Manipur,26,30,4.2,6.9,6.4,7.5,99,251,0.9,4.3,,,,,15,35,2016,2016
317,2853,DRAIN,Manipur,27,27,10.4,10.4,7.1,7.1,136,136,1,3.3,,,,,20,20,2016,2016
318,2859,DRAIN,Manipur,26,30,5.7,11.1,7.5,7.9,46,300,1,6.6,,,,,5,90,2016,2016
319,2877,DRAIN,Manipur,25,33,5.1,9.9,7.2,8.7,136,395,0.7,1.8,,,,,10,10,2016,2016
320,2428,CANAL,ODISHA,23,31,6.1,7.6,7.8,8.4,166,235,0.4,1.3,0.2,0.8,2300,14000,3300,22000,2016,2016
321,2429,CANAL,ODISHA,22,32,5.9,7.6,7.4,8.5,162,204,1,3.1,0.1,3.8,92000,160000,160000,170000,2016,2016
322,2430,CANAL,ODISHA,23,36,4.9,9.6,7.4,8.5,174,9548,1.4,5.3,,1.5,7900,54000,13000,92000,2016,2016
323,2439,CREEK,ODISHA,24,39,5.1,6.9,7.8,8.5,36000,63740,0.3,2.3,0.5,3.6,20,16000,78,16000,2016,2016
324,2440,CREEK,ODISHA,23,33,5.8,7.1,7.7,8.3,30960,62670,0.8,2.7,0.1,1.8,20,230,20,230,2016,2016
325,2441,CREEK,ODISHA,21,33,5.5,6.7,7.7,8.5,31920,62680,0.5,1.4,0.6,2.1,20,270,20,330,2016,2016
326,2906,DRAIN,PUNJAB,16,36,,,7.1,7.8,1359,7260,40,130,0.4,55.1,3300,12000,17000,43000,2016,2016
327,2907,DRAIN,PUNJAB,11,26,,,6.6,7.3,895,1360,54,88,3.8,6,219,4900,7900,14000,2016,2016
328,2908,INDUSTRIAL DRAIN,PUNJAB,18,36,1.2,6.2,6.4,8.3,926,2790,10,440,,11.1,1700,4000,7000,28000,2016,2016
329,2909,INDUSTRIAL DRAIN,PUNJAB,16.5,36,,,7.4,8,1726,7040,34,70,,55.3,2100,5800,9400,28000,2016,2016
330,2910,INDUSTRIAL DRAIN,PUNJAB,12,24,,,6.7,7.5,1056,1358,64,82,4.8,6.9,2600,3800,7900,11000,2016,2016
331,2911,INDUSTRIAL DRAIN,PUNJAB,24,24,,,7.8,7.8,837,837,12,12,2.8,2.8,1200,1200,3900,3900,2016,2016
332,2932,CANAL,RAJASTHAN,18,33,4.2,7.7,7.3,9,180,740,0.8,2,0.2,1.8,4,7,4,150,2016,2016
333,2933,CANAL,RAJASTHAN,14,32.9,4.6,6.8,7.5,8.6,190,290,0.7,2.2,0.1,1.7,7,20,20,1100,2016,2016
334,2934,CANAL,RAJASTHAN,16,32.8,4.2,6.2,7.6,8.6,220,350,0.6,1.7,0.1,1.8,4,28,11,460,2016,2016
335,1729,CANAL,TRIPURA,26,29,0.6,0.9,8.1,9.1,218,399,18.6,30.3,2.2,4.4,400,540,920,920,2016,2016
336,3387,CANAL,TRIPURA,25,28,5.4,6.3,7.2,7.6,113,153,2.1,3.1,0.3,0.5,220,350,350,430,2016,2016
337,2049,DRAIN,CHANDIGARH,19,34,1.6,3.2,6.8,8,404,1100,18,47,0.9,13.8,3.9,1213560,5,7627701,2016,2016
338,3388,CANAL,TRIPURA,25.5,30,5.2,6.2,6.5,7.3,54,93,1.1,1.4,0.6,1.4,200,350,350,430,2016,2016
339,3389,CANAL,TRIPURA,25.5,28,6,6.4,7,7.9,119,161,0.2,2.9,0.3,0.5,200,280,350,430,2016,2016
340,3390,CANAL,TRIPURA,26,28.5,3.7,4.4,7,8,107,147,1.4,2.5,0.3,0.6,220,350,350,430,2016,2016
341,2726,CANAL,UTTARAKHAND,16,20,8.6,10.8,7.4,7.9,,,1,1,,,,,40,110,2016,2016
342,2512,CANAL,WEST BENGAL,20,37,,,6.9,8.1,334,1738,6,46,,2,300000,9000000,1400000,16000000,2016,2016
343,2513,CANAL,WEST BENGAL,23,33,,,7,7.8,674,1113,24.4,86.9,,1.7,1100000,9000000,2200000,16000000,2016,2016
344,3063,DRAIN,TELANGANA,29,29,,,7.1,8.7,520,1050,17,22,,11.1,14,14,82,82,2016,2016
345,3062,DRAIN,TELANGANA,26,28,2.2,2.6,7.3,8.1,1432,1634,8,23,,,,,,,2016,2016
346,3061,DRAIN,TELANGANA,25,29,1.3,3.4,7,8.3,920,1675,10,20,,,,,,,2016,2016
347,3060,DRAIN,TELANGANA,25,28,1.8,3.5,7.1,8.2,1323,1639,12,24,,,,,,,2016,2016
348,3059,DRAIN,TELANGANA,22,32,1.7,3.8,7.4,8.4,1552,1798,6,27,,,,,,,2016,2016
349,2048,DRAIN,CHANDIGARH,19,33,,,7.2,7.8,784,1150,63,417,0.2,13,38376,40000000,121356,1400000,2016,2016
350,3058,DRAIN,TELANGANA,25,28,2.4,4,6.3,8.8,860,1136,6,20,,,,,,,2016,2016
351,3057,DRAIN,TELANGANA,22,29,2.1,3.8,7.2,8.3,1136,1371,8,22,,,,,,,2016,2016
352,3055,DRAIN,TELANGANA,25,30,1.2,3.4,7.1,7.9,1172,1543,10,26,,,,,,,2016,2016
353,3054,DRAIN,TELANGANA,25,27,1.8,5,7.7,8.9,714,1023,3,20,,2.5,20,20,30,30,2016,2016
354,3067,DRAIN,ANDHRA PRADESH,27,32,5.1,6.5,5.8,7.6,197,447,1,3.4,0.5,1.7,9,23,93,460,2016,2016
355,3053,DRAIN,ANDHRA PRADESH,24,30,5.3,6.4,6.2,7.5,1093,24500,1,4.5,0.8,3.3,7,93,75,4800,2016,2016
356,3052,DRAIN,ANDHRA PRADESH,23,27,3.6,4.5,6.7,8,940,2510,1.5,18,1.3,27.5,2,7,1700,2600,2016,2016
357,3051,CANAL,ANDHRA PRADESH,23,28,3.1,5.5,6.9,8.6,461,1441,1.4,6.8,0.3,20,2,4,800,2600,2016,2016
358,2355,CANAL,ANDHRA PRADESH,24,30,4.6,6.8,6.6,8.1,1223,31700,1.2,3.8,0.8,3.6,4,21,39,4800,2016,2016
359,2047,DRAIN,CHANDIGARH,21,32,2.5,7.6,7,7.9,456,746,8,35,0.3,8.1,5.4,1800000,8,12135598,2016,2016
360,3064,DRAIN,TELANGANA,26,28,0.6,2.6,7.1,8.6,739,1598,12,92,,9.7,,,,,2016,2016
361,3065,DRAIN,TELANGANA,24,29,0.5,0.5,7,8.5,790,1159,10,90,,11.7,,,,,2016,2016
362,2268,CANAL,GOA,27,32.4,4.4,7.9,5.8,7.6,39,59360,0.4,4.6,,4,78,1700,130,7000,2016,2016
363,3066,DRAIN,TELANGANA,20,26,0,3.2,7.1,8.1,835,1118,26,112,,47,,,,,2016,2016
364,2266,CANAL,GOA,26.3,31.9,4,8.6,5.5,9,21,37700,0.4,2.8,,6.9,49,3500,130,9200,2016,2016
365,2265,CANAL,GOA,26,31.6,4.2,12.8,6.3,9.2,15,81,0.5,2.3,,0.7,78,2400,170,5400,2016,2016
366,2267,CREEK,GOA,26.7,31.5,2.9,10,6.1,8.1,10,22450,0.6,5.4,0.1,28.4,230,11000,330,17000,2016,2016
367,2073,CANAL,GUJARAT,28,33,4.1,9.4,7.5,8.4,204,293,0.9,3,,0.2,2,25,4,120,2016,2016
368,2074,CANAL,GUJARAT,28,32,6.9,8.1,7.5,8.5,262,510,0.8,1.6,0.1,0.6,13,79,32,350,2016,2016
369,2080,CREEK,GUJARAT,27,31,3.7,8,7.1,8.2,625,4466,0.8,3,,0.5,5,426,17,426,2016,2016
370,2081,CREEK,GUJARAT,27,32,1.5,5.4,7.2,8.3,640,2220,0.2,56,0.1,1.8,49,1100,260,17000,2016,2016
371,3196,CREEK,GUJARAT,28,31,1.1,7.4,7.2,8.3,385,3020,0.6,23,0.1,0.8,17,330,70,3300,2016,2016
372,1109,CANAL,HARYANA,,,6.12,8.6,6.12,8.13,155,718,1.8,4.5,,,,,,,2016,2016
373,1110,CANAL,HARYANA,,,6.4,6.4,7.21,7.74,190,333,1.8,4.2,,,,,,,2016,2016
374,1111,CANAL,HARYANA,,,5.14,7.02,6.1,8.26,200,760,1.3,16,,,,,,,2016,2016
375,1112,CANAL,HARYANA,,,5.38,7.01,6.4,8.2,209,680,0.8,14,,,,,,,2016,2016
376,1113,CANAL,HARYANA,,,6.54,6.54,7.2,7.79,189,212,2.4,3.8,,,,,,,2016,2016
377,1114,CANAL,HARYANA,,,6.1,7.8,7.04,8.83,193,297,1.85,2.82,,,,,,,2016,2016
378,1115,CANAL,HARYANA,,,5.1,7.04,6.9,8.38,207,810,1.22,18,,,,,,,2016,2016
379,1116,CANAL,HARYANA,,,6.2,10.08,7.4,8.53,179,311,0.74,2.84,,,,,,,2016,2016
380,1419,CANAL,HARYANA,18,42,2,3,7.3,8,690,3280,22,42,,3.2,,,,,2016,2016
381,2074,CANAL,GUJARAT,29,32,5,7.7,7.4,8.5,255,1120,1,1.2,0.12,0.55,8,33,17,79,2017,2017
382,1112,CANAL,HARYANA,,,4.4,9.6,7.3,7.9,173,266,0.8,2,,,90,630,840,1700,2017,2017
