,Station code,srcStateName,Minimum temperature for ground water in celsius,Maximum temperature for ground water in celsius,Minimum potential of Hydrogen value in water,Maximum potential of Hydrogen value in water,Minimum Conductivity Level,Maximum Conductivity Level,Minimum Biochemical oxygen demand,Maximum Biochemical oxygen demand,Minimum  of Nitrate N + Nitrite N required required for ground water,Maximum  of Nitrate N + Nitrite N required required for ground water,Minimum  of Faecal Coliforms required for ground water,Maximum   of Faecal Coliforms required for ground water,Minimum  of total coliform required for ground water,Maximum  of total coliform required for ground water,srcYear,YearCode
3640,2542.0,WEST BENGAL,26.0,27.0,7.5,7.6,977.0,1048.0,0.5,0.7,0.8,0.9,2.0,2.0,2.0,2.0,2018,2018
3641,2543.0,WEST BENGAL,26.0,28.0,6.3,7.2,193.0,203.0,0.7,0.7,1.0,1.0,2.0,2.0,2.0,2.0,2018,2018
3642,2545.0,WEST BENGAL,28.0,33.0,6.7,7.0,1602.0,2097.0,0.6,0.8,0.2,1.0,2.0,4.0,2.0,9.0,2018,2018
3643,2546.0,WEST BENGAL,28.0,29.0,7.4,7.8,937.0,959.0,0.5,2.1,0.2,0.3,2.0,2.0,2.0,2.0,2018,2018
3644,2547.0,WEST BENGAL,27.0,32.0,7.2,7.7,9612.0,9631.0,0.8,1.2,,0.4,8.0,8.0,11.0,11.0,2018,2018
3645,2548.0,WEST BENGAL,29.0,30.0,7.7,8.5,395.0,2602.0,1.3,1.6,0.4,0.4,2.0,4.0,2.0,7.0,2018,2018
3646,26.0,ANDHRA PRADESH,25.0,25.0,7.4,7.8,1440.0,1808.0,1.0,1.2,3.6,3.7,2.0,2.0,400.0,400.0,2018,2018
3647,1513.0,ANDHRA PRADESH,26.0,26.0,7.6,8.1,1614.0,1751.0,1.0,1.2,2.7,3.6,2.0,2.0,400.0,800.0,2018,2018
3648,1514.0,ANDHRA PRADESH,25.0,25.0,7.3,7.5,1685.0,2039.0,1.0,1.6,0.9,3.9,2.0,2.0,400.0,400.0,2018,2018
3649,1516.0,ANDHRA PRADESH,25.0,25.0,7.6,8.7,845.0,2160.0,1.0,1.2,2.2,30.0,2.0,2.0,400.0,800.0,2018,2018
3650,1517.0,ANDHRA PRADESH,22.0,26.0,7.4,7.4,4340.0,5500.0,0.5,2.0,3.7,15.2,2.0,2.0,2.0,2.0,2018,2018
3651,1518.0,ANDHRA PRADESH,22.0,27.0,7.1,7.5,6140.0,6180.0,0.8,2.0,3.0,34.2,2.0,2.0,2.0,2.0,2018,2018
3652,1519.0,ANDHRA PRADESH,28.0,29.0,7.3,7.6,2120.0,2180.0,0.5,2.0,4.7,24.8,2.0,2.0,2.0,2.0,2018,2018
3653,1520.0,ANDHRA PRADESH,28.0,28.0,7.3,7.6,762.0,928.0,0.5,2.0,2.4,19.0,2.0,2.0,2.0,2.0,2018,2018
3654,1521.0,ANDHRA PRADESH,25.0,28.0,7.0,8.0,1938.0,2355.0,1.2,1.4,6.5,10.6,15.0,21.0,460.0,460.0,2018,2018
3655,1522.0,ANDHRA PRADESH,27.0,27.0,7.0,8.0,529.0,560.0,1.4,1.7,0.6,0.7,9.0,15.0,150.0,210.0,2018,2018
3656,1523.0,ANDHRA PRADESH,25.0,27.0,7.0,8.0,391.0,434.0,1.2,1.4,0.6,3.4,7.0,11.0,75.0,150.0,2018,2018
3657,1524.0,ANDHRA PRADESH,27.0,29.0,7.0,8.0,1057.0,1817.0,1.3,1.4,2.3,3.6,9.0,11.0,110.0,150.0,2018,2018
3658,3087.0,ANDHRA PRADESH,26.0,26.0,7.6,7.9,1360.0,2164.0,1.0,1.8,3.0,8.1,2.0,2.0,800.0,800.0,2018,2018
3659,3089.0,ANDHRA PRADESH,27.0,30.0,7.8,8.0,2238.0,2431.0,1.0,1.3,10.7,12.2,15.0,21.0,240.0,460.0,2018,2018
3660,3090.0,ANDHRA PRADESH,28.0,29.0,7.0,7.2,2277.0,2710.0,1.2,2.0,4.8,17.3,11.0,15.0,110.0,210.0,2018,2018
3661,3091.0,ANDHRA PRADESH,28.0,29.0,7.0,8.0,3100.0,4369.0,1.4,2.2,2.9,11.2,9.0,11.0,350.0,350.0,2018,2018
3662,3092.0,ANDHRA PRADESH,28.0,28.0,7.0,8.0,862.0,1191.0,1.3,1.7,5.7,7.3,11.0,15.0,150.0,150.0,2018,2018
3663,3093.0,ANDHRA PRADESH,30.0,30.0,7.0,7.0,1710.0,1935.0,0.8,1.4,7.2,12.1,9.0,11.0,75.0,210.0,2018,2018
3664,1533.0,ASSAM,18.0,22.0,6.0,6.1,45.0,448.0,1.1,2.5,0.3,0.4,2.0,2.0,2.0,2.0,2018,2018
3665,1534.0,ASSAM,26.0,26.0,5.4,6.4,105.0,1240.0,1.9,2.5,0.4,0.4,2.0,2.0,2.0,2.0,2018,2018
3666,1535.0,ASSAM,24.0,25.0,6.7,7.5,212.0,217.0,1.1,1.6,0.1,2.4,,,,,2018,2018
3667,1536.0,ASSAM,22.0,25.0,6.7,7.0,217.0,228.0,1.5,1.6,0.1,0.6,2.0,2.0,2.0,2.0,2018,2018
3668,1537.0,ASSAM,27.0,29.0,6.7,7.7,225.0,416.0,1.5,2.6,0.2,1.6,2.0,2.0,2.0,2.0,2018,2018
3669,1540.0,ASSAM,27.0,27.0,7.0,7.4,96.0,139.0,1.1,1.2,0.1,5.0,2.0,2.0,2.0,2.0,2018,2018
3670,1541.0,ASSAM,26.0,29.0,6.4,6.8,238.0,265.0,1.5,1.5,0.7,1.1,2.0,2.0,2.0,2.0,2018,2018
3671,1542.0,ASSAM,26.0,30.0,6.6,7.9,256.0,565.0,1.2,1.6,0.2,0.4,2.0,2.0,2.0,2.0,2018,2018
3672,2243.0,ASSAM,18.0,22.0,5.2,5.7,153.0,227.0,1.0,2.0,0.4,0.5,2.0,2.0,2.0,2.0,2018,2018
3673,2244.0,ASSAM,22.0,25.0,6.7,7.8,246.0,254.0,0.9,1.5,0.2,2.1,2.0,2.0,2.0,2.0,2018,2018
3674,2245.0,ASSAM,27.0,28.0,5.6,5.7,72.0,198.0,1.7,2.2,0.2,0.4,2.0,2.0,2.0,2.0,2018,2018
3675,2246.0,ASSAM,15.0,22.0,6.9,7.0,110.0,152.0,1.0,1.3,0.3,0.7,2.0,2.0,2.0,2.0,2018,2018
3676,2247.0,ASSAM,15.0,24.0,6.3,6.4,234.0,250.0,4.6,4.8,0.6,1.9,2.0,2.0,2.0,2.0,2018,2018
3677,2248.0,ASSAM,26.0,26.0,5.8,6.1,124.0,242.0,1.6,3.4,0.6,9.2,2.0,2.0,2.0,2.0,2018,2018
3678,2249.0,ASSAM,25.0,25.0,6.6,6.7,179.0,208.0,1.0,1.8,0.7,1.3,2.0,2.0,2.0,2.0,2018,2018
3679,2250.0,ASSAM,26.0,28.0,6.3,7.1,256.0,287.0,1.4,2.0,0.6,0.7,2.0,2.0,2.0,2.0,2018,2018
3680,2251.0,ASSAM,26.0,30.0,5.7,5.8,271.0,685.0,2.7,4.0,0.6,5.8,2.0,2.0,2.0,2.0,2018,2018
3681,2252.0,ASSAM,26.0,29.0,6.6,7.0,169.0,170.0,1.4,1.9,0.2,0.4,2.0,2.0,2.0,2.0,2018,2018
3682,2253.0,ASSAM,29.0,30.0,6.3,6.8,188.0,195.0,1.0,1.5,0.2,2.3,2.0,2.0,2.0,2.0,2018,2018
3683,2254.0,ASSAM,29.0,29.0,7.4,7.8,362.0,480.0,1.1,1.4,0.6,0.7,2.0,2.0,2.0,2.0,2018,2018
3684,2255.0,ASSAM,25.0,30.0,7.2,7.5,80.0,140.0,1.2,1.2,0.2,4.1,2.0,2.0,2.0,2.0,2018,2018
3685,2256.0,ASSAM,29.0,29.0,6.1,6.8,101.0,336.0,1.2,1.2,0.1,0.6,2.0,2.0,2.0,2.0,2018,2018
3686,2257.0,ASSAM,30.0,32.0,6.7,6.8,330.0,422.0,1.3,1.6,0.3,0.5,2.0,2.0,2.0,2.0,2018,2018
3687,2258.0,ASSAM,28.0,29.0,6.6,7.2,324.0,333.0,1.3,1.8,0.3,3.3,2.0,2.0,2.0,2.0,2018,2018
3688,2259.0,ASSAM,27.0,27.0,6.9,7.0,716.0,785.0,2.0,2.0,0.3,0.5,2.0,2.0,2.0,2.0,2018,2018
3689,2260.0,ASSAM,28.0,28.0,6.8,6.9,33.0,265.0,1.5,2.1,0.2,0.7,2.0,2.0,2.0,2.0,2018,2018
3690,2261.0,ASSAM,21.0,23.0,5.7,7.3,120.0,120.0,1.0,1.4,0.1,0.1,2.0,2.0,2.0,2.0,2018,2018
3691,2262.0,ASSAM,24.0,24.0,5.7,6.8,120.0,138.0,1.0,1.0,0.3,0.6,2.0,2.0,2.0,2.0,2018,2018
3692,2263.0,ASSAM,24.0,25.0,6.6,7.3,192.0,192.0,1.0,1.2,0.3,0.4,2.0,2.0,2.0,2.0,2018,2018
3693,2264.0,ASSAM,24.0,25.0,6.6,7.2,142.0,162.0,4.0,4.8,0.3,1.7,2.0,2.0,2.0,2.0,2018,2018
3694,3761.0,ASSAM,25.0,25.0,6.4,7.2,181.0,258.0,1.1,2.4,0.1,0.5,2.0,2.0,2.0,2.0,2018,2018
3695,3762.0,ASSAM,26.0,26.0,6.5,6.7,260.0,370.0,1.4,1.6,0.6,2.3,2.0,2.0,2.0,2.0,2018,2018
3696,3766.0,ASSAM,24.0,30.0,6.3,7.3,113.0,159.0,1.5,2.1,0.8,1.0,2.0,2.0,2.0,2.0,2018,2018
3697,3770.0,ASSAM,27.0,29.0,6.8,7.6,226.0,227.0,1.7,2.5,0.1,4.7,2.0,2.0,2.0,2.0,2018,2018
3698,3771.0,ASSAM,26.0,28.0,7.2,7.6,316.0,316.0,1.8,2.3,0.3,2.1,2.0,2.0,2.0,2.0,2018,2018
3699,3779.0,ASSAM,24.0,28.0,5.7,7.5,165.0,297.0,1.6,1.8,0.4,2.4,2.0,2.0,2.0,2.0,2018,2018
3700,3790.0,ASSAM,15.0,23.0,5.9,6.7,151.0,265.0,1.1,1.8,0.8,1.0,2.0,2.0,2.0,2.0,2018,2018
3701,3793.0,ASSAM,27.0,27.0,5.6,7.1,157.0,458.0,2.4,5.9,0.5,0.5,2.0,2.0,2.0,2.0,2018,2018
3702,3794.0,ASSAM,27.0,27.0,6.9,7.2,456.0,478.0,2.0,14.0,0.4,0.4,2.0,2.0,2.0,2.0,2018,2018
3703,3795.0,ASSAM,27.0,27.0,7.3,7.6,346.0,357.0,1.7,1.9,0.3,0.3,2.0,2.0,2.0,2.0,2018,2018
3704,3801.0,ASSAM,24.0,25.0,6.7,7.4,336.0,450.0,4.2,4.4,0.4,1.0,2.0,2.0,2.0,2.0,2018,2018
3705,3802.0,ASSAM,24.0,25.0,7.1,7.2,321.0,336.0,2.2,2.6,0.2,1.3,2.0,2.0,2.0,2.0,2018,2018
3706,3805.0,ASSAM,24.0,25.0,6.5,6.7,164.0,168.0,2.2,3.2,0.4,1.3,2.0,2.0,2.0,2.0,2018,2018
3707,3813.0,ASSAM,26.0,28.0,6.2,6.3,266.0,273.0,1.4,2.1,0.8,1.1,2.0,2.0,2.0,2.0,2018,2018
3708,3815.0,ASSAM,27.0,28.0,6.8,6.9,220.0,606.0,1.5,1.6,0.8,3.5,2.0,2.0,2.0,2.0,2018,2018
3709,3816.0,ASSAM,26.0,27.0,6.2,6.7,196.0,256.0,1.4,1.8,1.0,2.8,2.0,2.0,2.0,2.0,2018,2018
3710,3817.0,ASSAM,25.0,27.0,6.4,6.8,266.0,391.0,0.8,1.3,0.3,1.1,2.0,2.0,2.0,2.0,2018,2018
3711,3818.0,ASSAM,25.0,25.0,6.9,7.2,281.0,290.0,1.7,1.8,0.1,0.8,2.0,2.0,2.0,2.0,2018,2018
3712,4001.0,ASSAM,21.0,27.0,6.6,6.9,341.0,362.0,1.0,1.3,0.4,3.0,2.0,2.0,2.0,2.0,2018,2018
3713,4002.0,ASSAM,25.0,28.0,6.7,6.9,207.0,253.0,1.0,1.0,0.5,0.7,2.0,2.0,2.0,2.0,2018,2018
3714,4003.0,ASSAM,23.0,30.0,7.4,7.5,131.0,131.0,1.0,1.7,0.3,1.0,2.0,2.0,2.0,2.0,2018,2018
3715,4007.0,ASSAM,23.0,25.0,6.5,7.4,166.0,323.0,1.5,2.7,0.3,0.8,2.0,2.0,2.0,2.0,2018,2018
3716,4008.0,ASSAM,23.0,27.0,7.2,7.3,249.0,272.0,1.1,1.8,0.3,3.1,2.0,2.0,2.0,2.0,2018,2018
3717,4303.0,ASSAM,26.0,26.0,6.2,7.2,103.0,322.0,1.0,1.8,0.7,2.1,2.0,2.0,2.0,2.0,2018,2018
3718,1825.0,BIHAR,24.0,26.0,7.3,7.8,487.0,519.0,,,0.1,0.4,2.0,2.0,2.0,2.0,2018,2018
3719,1826.0,BIHAR,23.0,24.0,7.4,7.6,463.0,516.0,,,,0.1,2.0,2.0,2.0,2.0,2018,2018
3720,1827.0,BIHAR,24.0,24.0,7.4,7.4,465.0,539.0,,,,0.2,2.0,2.0,2.0,2.0,2018,2018
3721,1828.0,BIHAR,23.0,26.0,7.3,7.5,514.0,570.0,,,,0.3,2.0,2.0,2.0,2.0,2018,2018
3722,1829.0,BIHAR,22.0,24.0,7.0,7.2,477.0,555.0,,,,0.1,2.0,2.0,2.0,2.0,2018,2018
3723,1830.0,BIHAR,21.0,22.0,7.0,7.1,868.0,1190.0,,,,0.1,2.0,2.0,2.0,2.0,2018,2018
3724,1831.0,BIHAR,22.0,22.0,7.4,7.4,682.0,682.0,,,,,2.0,2.0,2.0,2.0,2018,2018
3725,1832.0,BIHAR,25.0,29.0,7.1,7.7,683.0,928.0,,,,,2.0,2.0,2.0,2.0,2018,2018
3726,1833.0,BIHAR,27.0,29.0,7.0,7.1,797.0,810.0,,,,,2.0,2.0,2.0,2.0,2018,2018
3727,1834.0,BIHAR,27.0,28.0,6.9,7.8,246.0,306.0,,,,0.2,2.0,2.0,2.0,2.0,2018,2018
3728,1835.0,BIHAR,27.0,27.0,6.7,7.6,283.0,798.0,,,,7.3,2.0,2.0,2.0,2.0,2018,2018
3729,1836.0,BIHAR,27.0,30.0,6.9,7.1,886.0,952.0,,,0.1,0.9,2.0,2.0,2.0,2.0,2018,2018
3730,1837.0,BIHAR,27.0,31.0,7.2,7.7,667.0,706.0,,,0.1,0.6,2.0,2.0,2.0,2.0,2018,2018
3731,1839.0,BIHAR,26.0,28.0,7.4,8.0,338.0,338.0,,,,0.2,2.0,2.0,2.0,2.0,2018,2018
3732,1840.0,BIHAR,24.0,27.0,8.0,8.1,418.0,727.0,,,,,2.0,2.0,2.0,2.0,2018,2018
3733,1841.0,BIHAR,28.0,28.0,7.0,7.2,461.0,716.0,,,0.1,0.2,2.0,2.0,2.0,2.0,2018,2018
3734,1842.0,BIHAR,27.0,27.0,7.0,7.0,478.0,710.0,,,0.1,0.3,2.0,2.0,2.0,2.0,2018,2018
3735,1843.0,BIHAR,23.0,28.0,6.9,7.0,510.0,911.0,,,0.5,0.5,2.0,2.0,2.0,2.0,2018,2018
3736,1844.0,BIHAR,23.0,25.0,6.6,7.0,1350.0,1460.0,,,6.7,9.8,2.0,2.0,2.0,2.0,2018,2018
3737,2576.0,BIHAR,25.0,28.0,7.0,7.0,610.0,906.0,,,0.1,0.3,2.0,2.0,2.0,2.0,2018,2018
3738,2577.0,BIHAR,27.0,30.0,6.7,8.2,189.0,198.0,,,0.1,0.2,2.0,2.0,2.0,2.0,2018,2018
3739,2578.0,BIHAR,20.0,24.0,7.2,7.3,518.0,725.0,,,0.1,3.2,2.0,2.0,2.0,2.0,2018,2018
3740,2579.0,BIHAR,24.0,28.0,7.1,7.2,512.0,745.0,,,0.1,1.8,2.0,2.0,2.0,2.0,2018,2018
3741,2580.0,BIHAR,27.0,30.0,7.1,7.1,498.0,889.0,,,,,2.0,2.0,2.0,2.0,2018,2018
3742,2581.0,BIHAR,28.0,28.0,7.4,7.4,186.0,186.0,,,,,,,,,2018,2018
3743,2582.0,BIHAR,29.0,29.0,7.5,7.5,401.0,401.0,,,,,,,,,2018,2018
3744,2583.0,BIHAR,22.0,25.0,6.7,6.8,1430.0,1680.0,,,,0.2,2.0,2.0,2.0,2.0,2018,2018
3745,2584.0,BIHAR,24.0,25.0,7.1,7.3,577.0,1000.0,,,,0.4,2.0,2.0,2.0,2.0,2018,2018
3746,2585.0,BIHAR,22.0,28.0,6.9,7.4,432.0,891.0,,,,0.4,2.0,2.0,2.0,2.0,2018,2018
3747,2586.0,BIHAR,27.0,29.0,6.9,7.3,278.0,402.0,,,0.1,1.1,2.0,2.0,2.0,2.0,2018,2018
3748,2587.0,BIHAR,29.0,29.0,6.7,6.7,867.0,867.0,,,0.5,0.5,,,,,2018,2018
3749,2588.0,BIHAR,27.0,31.0,6.7,7.5,204.0,336.0,,,,0.3,2.0,2.0,2.0,2.0,2018,2018
3750,2589.0,BIHAR,27.0,28.0,6.7,7.3,209.0,914.0,,,,10.3,2.0,2.0,2.0,2.0,2018,2018
3751,2590.0,BIHAR,29.0,29.0,7.1,7.1,545.0,545.0,,,0.2,0.2,,,,,2018,2018
3752,2591.0,BIHAR,24.0,27.0,6.9,7.1,448.0,891.0,,,1.6,2.1,2.0,2.0,2.0,2.0,2018,2018
3753,2592.0,BIHAR,25.0,27.0,6.8,6.9,501.0,917.0,,,0.1,0.3,2.0,2.0,2.0,2.0,2018,2018
3754,2593.0,BIHAR,25.0,27.0,7.0,7.0,445.0,926.0,,,0.1,0.2,2.0,2.0,2.0,2.0,2018,2018
3755,2594.0,BIHAR,28.0,28.0,7.1,7.2,207.0,278.0,,,,0.4,2.0,2.0,2.0,2.0,2018,2018
3756,2595.0,BIHAR,30.0,30.0,7.2,7.2,821.0,821.0,,,,,,,,,2018,2018
3757,2596.0,BIHAR,22.0,25.0,7.5,8.1,318.0,697.0,,,,,2.0,2.0,2.0,2.0,2018,2018
3758,2597.0,BIHAR,24.0,26.0,6.9,7.1,660.0,1560.0,,,0.1,0.3,2.0,2.0,2.0,2.0,2018,2018
3759,2598.0,BIHAR,27.0,29.0,7.0,7.3,521.0,843.0,,,,1.3,2.0,2.0,2.0,2.0,2018,2018
3760,2599.0,BIHAR,27.0,29.0,7.0,7.5,465.0,854.0,,,,2.1,2.0,2.0,2.0,2.0,2018,2018
3761,2600.0,BIHAR,21.0,24.0,7.0,7.9,986.0,1200.0,,,5.9,9.2,2.0,2.0,2.0,2.0,2018,2018
3762,3138.0,BIHAR,21.0,24.0,7.1,7.1,576.0,1160.0,,,0.1,8.7,2.0,2.0,2.0,2.0,2018,2018
3763,3139.0,BIHAR,28.0,30.0,6.8,7.8,140.0,212.0,,,0.1,0.1,2.0,2.0,2.0,2.0,2018,2018
3764,3140.0,BIHAR,24.0,26.0,7.1,7.2,604.0,890.0,,,,0.6,2.0,2.0,2.0,2.0,2018,2018
3765,2261.0,ASSAM,20.0,21.0,6.7,7.2,116.0,126.0,1.2,1.3,0.8,0.8,2.0,2.0,2.0,2.0,2019,2019
3766,3141.0,BIHAR,26.0,27.0,6.8,7.2,605.0,702.0,,,,,2.0,2.0,2.0,2.0,2018,2018
3767,3142.0,BIHAR,28.0,29.0,7.0,7.4,520.0,544.0,,,,2.6,2.0,2.0,2.0,2.0,2018,2018
3768,3143.0,BIHAR,22.0,24.0,7.2,7.4,410.0,573.0,,,,0.3,2.0,2.0,2.0,2.0,2018,2018
3769,3144.0,BIHAR,26.0,32.0,6.9,7.4,780.0,1007.0,,,,,2.0,2.0,2.0,2.0,2018,2018
3770,3145.0,BIHAR,25.0,28.0,7.0,7.1,256.0,502.0,,,0.1,0.5,2.0,2.0,2.0,2.0,2018,2018
3771,3146.0,BIHAR,25.0,26.0,7.2,7.4,540.0,844.0,,,0.1,0.5,2.0,2.0,2.0,2.0,2018,2018
3772,3147.0,BIHAR,30.0,30.0,7.7,7.7,323.0,323.0,,,0.3,0.3,,,,,2018,2018
3773,4185.0,TRIPURA,23.5,23.5,6.3,6.3,118.0,118.0,0.1,0.1,0.21,0.21,2.0,2.0,2.0,2.0,2019,2019
3774,4186.0,TRIPURA,25.0,25.0,6.0,6.0,102.0,102.0,0.2,0.2,0.23,0.23,2.0,2.0,2.0,2.0,2019,2019
3775,4187.0,TRIPURA,25.5,25.5,6.6,6.6,110.0,110.0,0.1,0.1,0.25,0.25,2.0,2.0,2.0,2.0,2019,2019
3776,4188.0,TRIPURA,25.0,25.0,6.8,6.8,106.0,106.0,0.1,0.1,0.2,0.2,2.0,2.0,2.0,2.0,2019,2019
3777,4189.0,TRIPURA,25.0,25.0,6.3,6.3,95.0,95.0,0.1,0.1,0.18,0.18,2.0,2.0,2.0,2.0,2019,2019
3778,4190.0,TRIPURA,25.5,25.5,5.7,5.7,98.0,98.0,0.2,0.2,0.21,0.21,2.0,2.0,2.0,2.0,2019,2019
3779,4191.0,TRIPURA,25.0,25.0,6.3,6.3,114.0,114.0,0.2,0.2,0.27,0.27,2.0,2.0,2.0,2.0,2019,2019
3780,4200.0,TRIPURA,25.0,25.0,6.2,6.2,119.0,119.0,0.0,0.0,0.19,0.19,2.0,2.0,2.0,2.0,2019,2019
3781,4201.0,TRIPURA,25.0,25.0,5.2,5.2,157.0,157.0,0.1,0.1,0.19,0.19,2.0,2.0,2.0,2.0,2019,2019
3782,4202.0,TRIPURA,25.0,25.0,5.6,5.6,169.0,169.0,0.3,0.3,0.16,0.16,2.0,2.0,2.0,2.0,2019,2019
3783,4203.0,TRIPURA,24.5,24.5,5.6,5.6,149.0,149.0,0.1,0.1,0.29,0.29,2.0,2.0,2.0,2.0,2019,2019
3784,4204.0,TRIPURA,25.0,25.0,5.8,5.8,137.0,137.0,0.2,0.2,0.36,0.36,2.0,2.0,2.0,2.0,2019,2019
3785,4205.0,TRIPURA,25.0,25.0,6.1,6.1,131.0,131.0,0.2,0.2,0.34,0.34,2.0,2.0,2.0,2.0,2019,2019
3786,4206.0,TRIPURA,25.0,25.0,5.6,5.6,121.0,121.0,0.2,0.2,0.45,0.45,2.0,2.0,2.0,2.0,2019,2019
3787,4207.0,TRIPURA,25.0,25.0,6.1,6.1,139.0,139.0,0.3,0.3,0.26,0.26,2.0,2.0,2.0,2.0,2019,2019
3788,4208.0,TRIPURA,25.0,25.0,5.8,5.8,143.0,143.0,0.4,0.4,0.32,0.32,2.0,2.0,2.0,2.0,2019,2019
3789,4209.0,TRIPURA,25.5,25.5,6.0,6.0,147.0,147.0,0.0,0.0,0.28,0.28,2.0,2.0,2.0,2.0,2019,2019
3790,4210.0,TRIPURA,25.0,25.0,5.8,5.8,130.0,130.0,0.1,0.1,0.27,0.27,2.0,2.0,2.0,2.0,2019,2019
3791,4211.0,TRIPURA,24.5,24.5,6.1,6.1,132.0,132.0,0.0,0.0,0.23,0.23,2.0,2.0,2.0,2.0,2019,2019
3792,4212.0,TRIPURA,24.0,24.0,6.0,6.0,124.0,124.0,0.2,0.2,0.34,0.34,2.0,2.0,2.0,2.0,2019,2019
3793,4213.0,TRIPURA,25.0,25.0,5.9,5.9,124.0,124.0,0.2,0.2,0.26,0.26,2.0,2.0,2.0,2.0,2019,2019
3794,4214.0,TRIPURA,25.0,25.0,5.6,5.6,149.0,149.0,0.2,0.2,0.27,0.27,2.0,2.0,2.0,2.0,2019,2019
3795,4215.0,TRIPURA,24.5,24.5,5.2,5.2,155.0,155.0,0.1,0.1,0.3,0.3,2.0,2.0,2.0,2.0,2019,2019
3796,4216.0,TRIPURA,25.0,25.0,5.4,5.4,140.0,140.0,0.2,0.2,0.18,0.18,2.0,2.0,2.0,2.0,2019,2019
3797,4217.0,TRIPURA,25.0,25.0,5.6,5.6,155.0,155.0,0.0,0.0,0.21,0.21,2.0,2.0,2.0,2.0,2019,2019
3798,4218.0,TRIPURA,24.5,24.5,5.9,5.9,126.0,126.0,0.2,0.2,0.18,0.18,2.0,2.0,2.0,2.0,2019,2019
3799,1736.0,UTTAR PRADESH,22.0,24.0,5.6,7.9,658.0,680.0,4.4,4.8,,,,,,,2019,2019
3800,1737.0,UTTAR PRADESH,22.0,24.0,5.6,5.8,618.0,680.0,5.0,5.4,,,2.0,2.0,2.0,2.0,2019,2019
3801,15.0,ANDHRA PRADESH,23.0,28.0,6.82,7.85,195.0,226.0,2.9,2.9,0.1,0.25,22.0,22.0,380.0,380.0,2012,2012
3802,16.0,ANDHRA PRADESH,27.0,28.0,7.21,7.72,663.0,1121.0,0.2,1.0,21.4,24.0,17.0,17.0,1600.0,1600.0,2012,2012
3803,26.0,ANDHRA PRADESH,26.0,32.0,7.19,7.39,1601.0,1661.0,0.5,0.5,0.19,0.28,2.0,2.0,700.0,700.0,2012,2012
3804,27.0,ANDHRA PRADESH,26.0,27.0,7.82,8.8,1420.0,1668.0,3.0,3.5,14.0,22.0,,,10.0,35.0,2012,2012
3805,1513.0,ANDHRA PRADESH,25.0,30.0,6.8,7.11,1454.0,1575.0,0.5,0.5,0.18,0.26,2.0,2.0,800.0,800.0,2012,2012
3806,1514.0,ANDHRA PRADESH,24.0,31.0,6.77,7.43,1559.0,1649.0,0.3,0.4,0.13,0.22,2.0,2.0,800.0,800.0,2012,2012
3807,1533.0,ASSAM,23.0,24.0,5.9,6.9,234.0,518.0,0.3,0.8,0.1,0.35,,,1.0,1.0,2012,2012
3808,1738.0,UTTAR PRADESH,27.0,27.0,7.3,7.5,615.0,675.0,1.8,1.8,0.68,0.68,2.0,13.0,2.0,2.0,2019,2019
3809,1739.0,UTTAR PRADESH,27.0,27.0,7.3,7.4,1214.0,1521.0,0.4,0.4,0.65,0.65,2.0,2.0,2.0,93.0,2019,2019
3810,1740.0,UTTAR PRADESH,28.0,28.0,7.6,7.7,428.0,1845.0,0.8,0.8,0.55,0.55,2.0,23.0,2.0,2.0,2019,2019
3811,1741.0,UTTAR PRADESH,27.0,27.0,7.4,7.6,573.0,878.0,1.2,1.2,0.42,0.42,2.0,540.0,2.0,220.0,2019,2019
3812,2924.0,PUNJAB,,,7.3,7.3,993.0,993.0,,,2.4,2.4,,,,,2019,2019
3813,2478.0,UTTAR PRADESH,26.0,26.0,7.3,7.8,487.0,587.0,,,1.24,1.62,2.0,2.0,2.0,2.0,2019,2019
3814,1745.0,UTTAR PRADESH,30.0,30.0,7.9,7.9,2050.0,2050.0,0.0,0.0,,,2.0,2.0,2.0,2.0,2019,2019
3815,1746.0,UTTAR PRADESH,19.0,19.0,7.8,7.8,1161.0,1161.0,,,0.11,0.11,,,,,2019,2019
3816,1747.0,UTTAR PRADESH,20.0,20.0,8.0,8.0,1189.0,1189.0,,,0.16,0.16,,,,,2019,2019
3817,1749.0,UTTAR PRADESH,18.0,18.0,7.2,7.2,695.0,695.0,,,2.2,2.2,,,,,2019,2019
3818,1750.0,UTTAR PRADESH,17.0,17.0,7.4,7.4,725.0,725.0,,,1.8,1.8,2.0,2.0,,,2019,2019
3819,1440.0,"DAMAN AND DIU, DADRA AND NAGAR HAVELI",29.0,32.0,7.5,7.8,578.0,834.0,,,4.1,7.7,2.0,2.0,2.0,2.0,2019,2019
3820,1752.0,UTTAR PRADESH,23.0,23.0,6.6,6.6,1730.0,1730.0,1.2,1.2,0.42,0.42,2.0,2.0,2.0,2.0,2019,2019
3821,1753.0,UTTAR PRADESH,20.0,23.0,6.9,7.9,501.0,1232.0,0.3,2.8,0.39,0.4,2.0,2.0,2.0,2.0,2019,2019
3822,1754.0,UTTAR PRADESH,20.0,24.0,6.9,7.0,960.0,982.0,0.4,0.7,0.38,0.4,2.0,2.0,2.0,2.0,2019,2019
3823,1755.0,UTTAR PRADESH,20.0,24.0,6.7,6.8,1198.0,1210.0,0.2,0.3,0.3,0.38,2.0,2.0,2.0,2.0,2019,2019
